date,NO2_column_number_density,cloud_fraction,CO_column_number_density,SO2_column_number_density,absorbing_aerosol_index,dewpoint_temperature_2m,temperature_2m,u_component_of_wind_10m,v_component_of_wind_10m,boundary_layer_height
2020-02-19,0.00010130726822332697,0.020461658804057675,0.03819245420835081,0.0003296914080446902,-1.7432196767813315,274.96470091101963,277.8554779114996,0.2186859054230177,-1.7967989141209206,302.03141509377576
2020-02-22,6.294448342095234e-05,0.19772848190768622,0.038044418466110015,0.0013759562447722873,-1.875973964291679,271.9022547262686,275.0843942432679,-0.1813968846128934,-2.024874615609384,432.099591788599
2020-02-28,6.344343942029989e-05,0.2530483893550678,0.0384130809528846,0.0007506961989776142,-1.7406241915547778,272.0113979796981,276.75593427884377,2.555172871495671,-1.6143616853834921,662.0001084149894
2020-02-29,8.642181863193532e-05,0.14244460406236906,0.03916093599034236,0.00041645695287276366,-2.0304957936109616,271.45850716786646,276.0393158777959,0.6275322484880294,-0.26731961922905995,272.3084843809772
2020-03-01,5.902112137191281e-05,0.12711279698477926,0.03885641822484951,0.0005413423961476328,-1.4678668047236263,271.2297271972772,275.9808090447033,-0.17996561154582857,3.5049502143452775,554.6518371467088
2020-03-04,6.807263760002613e-05,0.04959744766369488,0.03324330370598289,0.00040394194684689234,-1.575105246298302,280.0068133754695,284.39236983486643,-0.6237363899420136,2.8146019467601073,273.02459331735156
2020-03-06,8.029401422680771e-05,0.1395819386130378,0.03543364161941338,0.00014962865956745497,-1.9062744294932878,279.7072780985093,282.9741552773169,-1.6397845580154295,1.4504262775425936,227.05518918369677
2020-03-09,7.931680534325702e-05,0.05035205344119488,0.032436749933990275,0.0002656136996794078,-1.2726939167820952,279.8274995721218,284.8334309337877,-2.2407996872724114,1.2896869398405626,293.50957359989263
2020-03-10,9.290382386705405e-05,0.0166431570551869,0.03623303572484835,0.0007353800236610845,-1.4663886371374095,280.3619357899908,284.60828265557114,-2.304276582869957,-0.21802493907787182,308.44113284468426
2020-03-11,6.991333457027248e-05,0.050173019719008165,0.03664475601989499,0.00042690339718000255,-2.007132201137908,278.7348937250726,283.03728984083233,3.3624857864810926,0.8840963779121396,739.1214307882018
2020-03-12,6.630990877226991e-05,0.018581189592923673,0.03639741752540815,0.0005215391593428789,-1.3277133877489335,275.60505377822756,283.2101019036149,3.492713997667868,1.4143379640070362,886.1703252817503
2020-03-13,7.296444332341432e-05,0.13281318284250565,0.036594061885762606,0.0006637329783415731,-1.609838321915562,278.74518236015405,284.846815484736,2.0292487875590592,1.1064714426973372,492.7912765244307
